t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,150,0,0,0,0,0,-0.1,0
0.01,150,0,0,0,0,0,-0.1,0
0.02,150,0,0,0,0,0,-0.1,0
0.03,150,0,0,0,0,0,6.3,0
0.04,150,0,0,3,0,0,22.6,0
0.05,150,0,0,9,0,0,33.3,0
0.060000000000000005,150,0,0,15,0,1,27.5,0
0.07,150,0,0,21,0,4,15.1,0
0.08,150,0,0,27,0,8,3.9,1
0.09,150,0,0,32,0,12,4.0,1
0.09999999999999999,150,0,0,37,0,17,3.2,1
0.10999999999999999,150,0,0,41,0,21,4.9,1
0.11999999999999998,150,0,0,43,0,24,8.9,1
0.12999999999999998,150,0,0,43,0,27,5.3,1
0.13999999999999999,150,0,0,43,0,30,3.4,1
0.15,150,0,0,43,0,32,1.9,1
0.16,150,0,0,44,0,32,3.2,1
0.17,150,0,1,44,0,32,3.0,1
0.18000000000000002,150,0,4,44,1,33,2.5,1
0.19000000000000003,150,0,7,44,3,33,3.7,1
0.20000000000000004,150,0,10,43,6,33,5.3,1
0.21000000000000005,150,0,13,42,8,34,6.8,1
0.22000000000000006,150,0,16,42,11,35,8.7,1
0.23000000000000007,150,0,18,41,14,37,10.3,1
0.24000000000000007,150,0,20,41,16,38,13.9,1
0.25000000000000006,150,0,22,42,19,40,14.9,2
0.26000000000000006,150,0,23,44,21,43,14.8,2
0.2700000000000001,150,0,24,46,23,45,16.5,2
0.2800000000000001,150,0,25,49,25,48,18.7,2
0.2900000000000001,150,0,26,52,27,51,18.7,2
0.3000000000000001,150,0,27,54,28,54,17.9,2
0.3100000000000001,150,0,28,57,30,57,21.4,3
0.3200000000000001,150,0,30,59,31,60,16.5,3
0.3300000000000001,150,0,31,62,32,62,15.4,3
0.34000000000000014,150,0,32,65,32,65,16.6,3
0.35000000000000014,150,0,33,67,32,67,21.3,3
0.36000000000000015,150,0,34,70,32,69,20.8,4
0.37000000000000016,150,0,34,72,32,71,22.2,4
0.38000000000000017,150,0,35,75,32,73,18.8,4
0.3900000000000002,150,0,36,76,32,74,16.2,4
0.4000000000000002,150,0,36,78,32,76,18.5,4
0.4100000000000002,150,0,37,79,32,78,18.2,4
0.4200000000000002,150,0,37,80,32,80,20.8,5
0.4300000000000002,150,0,36,81,33,82,26.4,5
0.4400000000000002,150,0,36,82,33,83,26.0,5
0.45000000000000023,150,0,35,83,33,85,24.6,5
0.46000000000000024,150,0,35,84,34,87,22.6,6
0.47000000000000025,150,0,34,85,34,88,25.6,6
0.48000000000000026,150,0,33,86,34,90,30.8,6
0.49000000000000027,150,0,33,87,35,91,27.1,7
0.5000000000000002,150,0,31,88,35,93,29.2,7
0.5100000000000002,150,0,30,89,35,95,36.4,7
0.5200000000000002,150,0,29,89,34,98,34.2,8
0.5300000000000002,150,0,27,90,34,100,30.8,8
0.5400000000000003,150,0,25,90,34,102,36.9,8
0.5500000000000003,150,0,24,91,33,104,43.4,9
0.5600000000000003,150,0,23,92,32,106,36.2,9
0.5700000000000003,150,0,22,92,31,108,35.2,9
0.5800000000000003,150,0,21,94,30,109,41.2,10
0.5900000000000003,150,0,20,95,28,111,46.9,10
0.6000000000000003,150,0,19,96,27,113,42.7,11
0.6100000000000003,150,0,19,97,26,114,42.3,11
0.6200000000000003,150,0,18,98,25,115,47.5,12
0.6300000000000003,150,0,18,99,24,116,42.9,12
0.6400000000000003,150,0,18,100,22,115,46.0,12
0.6500000000000004,150,0,17,101,21,115,50.0,13
