t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,22,-22,0,0,0,0,-0.0,0
0.01,22,-22,0,0,0,0,-0.0,0
0.02,22,-22,0,0,0,0,0.1,0
0.03,22,-22,0,0,0,0,1.2,0
0.04,22,-22,0,0,0,0,1.0,0
0.05,22,-22,0,0,0,0,0.5,0
0.060000000000000005,22,-22,0,0,0,0,-0.3,0
0.07,22,-22,0,0,0,0,0.4,0
0.08,22,-22,0,0,0,0,0.8,0
0.09,22,-22,0,0,0,0,0.7,0
0.09999999999999999,22,-22,0,0,0,0,0.2,0
0.10999999999999999,22,-22,0,0,0,0,0.3,0
0.11999999999999998,22,-22,0,0,0,0,0.6,0
0.12999999999999998,22,-22,0,0,0,0,0.9,0
0.13999999999999999,22,-22,0,0,0,0,0.7,0
0.15,22,-22,0,0,0,0,0.7,0
0.16,22,-22,0,0,0,0,0.5,0
0.17,22,-22,0,0,0,0,0.5,0
0.18000000000000002,22,-22,0,0,0,0,0.7,0
0.19000000000000003,22,-22,0,0,0,0,0.8,0
0.20000000000000004,22,-22,0,0,0,0,0.7,0
0.21000000000000005,22,-22,0,0,0,0,0.6,0
0.22000000000000006,22,-22,0,0,0,0,0.5,0
0.23000000000000007,22,-22,0,0,0,0,0.9,0
0.24000000000000007,22,-22,0,0,0,0,0.6,0
0.25000000000000006,22,-22,0,0,0,0,0.9,0
0.26000000000000006,22,-22,0,0,0,0,1.1,0
0.2700000000000001,22,-22,0,0,0,0,1.6,0
0.2800000000000001,22,-22,0,0,0,0,1.6,0
0.2900000000000001,22,-22,0,0,0,0,0.9,0
0.3000000000000001,22,-22,0,0,0,0,0.3,0
0.3100000000000001,22,-22,0,0,0,0,1.1,0
0.3200000000000001,22,-22,0,0,0,0,1.6,0
0.3300000000000001,22,-22,0,0,0,0,1.8,0
0.34000000000000014,22,-22,0,0,0,0,1.3,0
0.35000000000000014,22,-22,0,0,0,0,0.9,0
0.36000000000000015,22,-22,0,0,0,0,1.2,0
0.37000000000000016,22,-22,0,0,0,0,1.5,0
0.38000000000000017,22,-22,0,0,0,0,1.7,0
0.3900000000000002,22,-22,0,0,0,0,1.5,0
0.4000000000000002,22,-22,0,0,0,0,0.4,0
0.4100000000000002,22,-22,0,0,0,0,0.9,0
0.4200000000000002,22,-22,0,0,0,0,1.0,0
0.4300000000000002,22,-22,0,0,0,0,1.2,0
0.4400000000000002,22,-22,0,0,0,0,1.3,0
0.45000000000000023,22,-22,0,0,0,0,1.4,0
0.46000000000000024,22,-22,0,0,0,0,1.4,0
0.47000000000000025,22,-22,0,0,0,0,1.4,0
0.48000000000000026,22,-22,0,0,0,0,1.3,0
0.49000000000000027,22,-22,0,0,0,0,1.3,0
0.5000000000000002,22,-22,0,0,0,0,1.6,0
0.5100000000000002,22,-22,0,0,0,0,1.8,0
0.5200000000000002,22,-22,0,0,0,0,1.6,0
0.5300000000000002,22,-22,0,0,0,0,1.1,0
0.5400000000000003,22,-22,0,0,0,0,1.0,0
0.5500000000000003,22,-22,0,0,0,0,0.5,0
0.5600000000000003,22,-22,0,0,0,0,0.8,0
