t,i1,i2,i3,i4,i5,i6
0.0,100,0,0,0,0,0
0.01,100,0,0,0,0,-6000
0.02,100,0,0,0,0,-6000
0.03,100,0,0,0,0,-6000
0.04,100,0,0,0,0,-6000
0.05,100,0,0,0,0,-6000
0.060000000000000005,100,0,0,0,0,-6000
0.07,100,0,0,2,-2,-5869
0.08,100,1,0,6,-5,-5652
0.09,100,5,0,11,-10,-5390
0.09999999999999999,100,9,0,17,-14,-5108
0.10999999999999999,100,13,-1,23,-19,-4823
0.11999999999999998,100,18,-3,29,-23,-4575
0.12999999999999998,100,22,-5,35,-27,-4362
0.13999999999999999,100,25,-8,40,-30,-4183
0.15,100,28,-10,44,-32,-4037
0.16,100,31,-13,47,-33,-3963
0.17,100,33,-16,49,-34,-3943
0.18000000000000002,100,34,-18,50,-33,-3961
0.19000000000000003,100,34,-20,50,-33,-4006
0.20000000000000004,100,33,-22,50,-32,-4068
0.21000000000000005,100,32,-24,50,-31,-4138
0.22000000000000006,100,31,-25,50,-29,-4212
0.23000000000000007,100,30,-26,49,-28,-4284
0.24000000000000007,100,28,-27,47,-27,-4353
0.25000000000000006,100,27,-28,44,-26,-4415
0.26000000000000006,100,26,-27,41,-25,-4471
0.2700000000000001,100,25,-26,37,-24,-4554
0.2800000000000001,100,24,-25,33,-22,-4653
0.2900000000000001,100,23,-23,29,-20,-4758
0.3000000000000001,100,22,-21,26,-18,-4863
0.3100000000000001,100,22,-19,23,-17,-4964
0.3200000000000001,100,21,-17,20,-15,-5056
0.3300000000000001,100,21,-15,18,-14,-5139
0.34000000000000014,100,20,-13,16,-13,-5212
0.35000000000000014,100,18,-12,15,-12,-5274
0.36000000000000015,100,16,-11,13,-11,-5320
0.37000000000000016,100,14,-10,12,-10,-5354
0.38000000000000017,100,13,-9,11,-10,-5377
0.3900000000000002,100,11,-8,10,-10,-5391
0.4000000000000002,100,10,-8,10,-10,-5399
0.4100000000000002,100,9,-8,10,-9,-5402
0.4200000000000002,100,7,-7,11,-9,-5401
0.4300000000000002,100,7,-7,12,-10,-5388
0.4400000000000002,100,6,-6,14,-10,-5365
0.45000000000000023,100,6,-6,16,-11,-5337
0.46000000000000024,100,6,-6,18,-11,-5307
0.47000000000000025,100,6,-6,20,-12,-5258
0.48000000000000026,100,6,-6,22,-13,-5198
0.49000000000000027,100,6,-6,25,-14,-5133
0.5000000000000002,100,7,-6,26,-15,-5067
0.5100000000000002,100,8,-7,28,-16,-4992
0.5200000000000002,100,10,-7,30,-18,-4916
0.5300000000000002,100,11,-8,32,-19,-4808
0.5400000000000003,100,13,-8,33,-21,-4685
0.5500000000000003,100,14,-9,34,-24,-4555
0.5600000000000003,100,15,-9,35,-26,-4427
0.5700000000000003,100,16,-10,35,-28,-4305
0.5800000000000003,100,17,-10,35,-30,-4193
0.5900000000000003,100,17,-10,34,-30,-4152
0.6000000000000003,100,18,-11,34,-30,-4163
0.6100000000000003,100,19,-11,33,-29,-4210
0.6200000000000003,100,19,-11,32,-28,-4279
0.6300000000000003,100,19,-11,31,-27,-4362
0.6400000000000003,100,20,-11,30,-25,-4450
0.6500000000000004,100,20,-11,29,-24,-4538
0.6600000000000004,100,20,-11,28,-22,-4622
0.6700000000000004,100,20,-11,27,-21,-4700
0.6800000000000004,100,21,-11,26,-20,-4770
0.6900000000000004,100,21,-11,25,-19,-4831
0.7000000000000004,100,21,-11,24,-18,-4883
0.7100000000000004,100,20,-10,23,-17,-4948
0.7200000000000004,100,19,-10,22,-16,-5019
0.7300000000000004,100,18,-10,20,-15,-5091
0.7400000000000004,100,17,-9,19,-13,-5161
0.7500000000000004,100,15,-9,17,-12,-5226
0.7600000000000005,100,14,-9,16,-11,-5285
0.7700000000000005,100,13,-8,16,-11,-5315
0.7800000000000005,100,12,-8,15,-11,-5324
0.7900000000000005,100,11,-8,15,-11,-5318
0.8000000000000005,100,10,-7,16,-12,-5259
0.8100000000000005,100,9,-7,17,-13,-5165
0.8200000000000005,100,9,-7,19,-15,-5050
0.8300000000000005,100,9,-7,21,-17,-4927
0.8400000000000005,100,8,-7,23,-19,-4818
0.8500000000000005,100,9,-7,25,-21,-4725
0.8600000000000005,100,9,-8,28,-22,-4647
0.8700000000000006,100,10,-8,30,-23,-4583
0.8800000000000006,100,12,-8,32,-24,-4531
0.8900000000000006,100,13,-8,33,-25,-4491
0.9000000000000006,100,14,-8,34,-25,-4460
0.9100000000000006,100,15,-9,35,-26,-4438
0.9200000000000006,100,16,-9,35,-26,-4422
0.9300000000000006,100,17,-10,35,-26,-4412
0.9400000000000006,100,18,-10,35,-26,-4406
0.9500000000000006,100,19,-10,34,-26,-4403
0.9600000000000006,100,19,-10,33,-25,-4440
0.9700000000000006,100,19,-11,32,-24,-4504
0.9800000000000006,100,19,-11,31,-23,-4582
0.9900000000000007,100,19,-11,31,-22,-4669
1.0000000000000007,100,18,-11,29,-20,-4757
1.0100000000000007,100,17,-11,28,-19,-4842
1.0200000000000007,100,17,-11,26,-17,-4921
1.0300000000000007,100,16,-11,24,-16,-4993
1.0400000000000007,100,15,-10,23,-15,-5056
1.0500000000000007,100,15,-10,21,-14,-5110
1.0600000000000007,100,14,-10,20,-14,-5156
1.0700000000000007,100,14,-9,19,-13,-5204
1.0800000000000007,100,14,-9,17,-12,-5252
1.0900000000000007,100,13,-9,16,-11,-5298
1.1000000000000008,100,13,-8,15,-10,-5340
1.1100000000000008,100,12,-8,15,-10,-5377
1.1200000000000008,100,11,-8,14,-10,-5386
1.1300000000000008,100,11,-8,15,-10,-5374
1.1400000000000008,100,10,-8,15,-10,-5348
1.1500000000000008,100,9,-7,17,-11,-5313
1.1600000000000008,100,9,-7,18,-12,-5274
1.1700000000000008,100,9,-7,20,-12,-5226
1.1800000000000008,100,9,-7,22,-13,-5172
1.1900000000000008,100,9,-7,24,-14,-5119
1.2000000000000008,100,9,-7,26,-15,-5067
1.2100000000000009,100,10,-7,28,-16,-5018
1.2200000000000009,100,11,-7,31,-17,-4974
1.2300000000000009,100,12,-7,32,-17,-4936
1.2400000000000009,100,13,-7,33,-18,-4919
1.2500000000000009,100,14,-7,34,-18,-4917
1.260000000000001,100,15,-8,35,-17,-4927
1.270000000000001,100,16,-8,35,-17,-4944
1.280000000000001,100,17,-8,36,-17,-4966
1.290000000000001,100,17,-9,35,-16,-4990
1.300000000000001,100,18,-9,34,-16,-5014
1.310000000000001,100,18,-9,32,-16,-5038
1.320000000000001,100,17,-10,31,-15,-5060
1.330000000000001,100,17,-10,29,-15,-5079
1.340000000000001,100,17,-10,27,-14,-5108
1.350000000000001,100,17,-10,25,-14,-5140
1.360000000000001,100,16,-10,24,-13,-5175
1.370000000000001,100,16,-10,22,-13,-5209
1.380000000000001,100,16,-10,21,-12,-5242
1.390000000000001,100,15,-10,19,-12,-5272
1.400000000000001,100,15,-10,18,-11,-5282
1.410000000000001,100,14,-10,17,-12,-5279
1.420000000000001,100,13,-10,17,-12,-5266
1.430000000000001,100,13,-10,18,-12,-5247
1.440000000000001,100,12,-10,19,-13,-5211
