t,i1,i2,i3,i4,i5,i6
0.0,100,199,0,0,0,246
0.01,100,184,0,0,0,227
0.02,100,165,0,0,0,204
0.03,100,144,0,0,0,178
0.04,100,121,0,0,-231,152
0.05,100,96,0,0,-231,124
0.060000000000000005,100,72,0,0,-231,96
0.07,100,50,0,0,-231,69
0.08,100,29,0,0,-231,44
0.09,100,10,0,0,72,26
0.09999999999999999,100,-1,0,0,72,16
0.10999999999999999,100,-8,0,0,213,13
0.11999999999999998,100,-9,0,0,213,16
0.12999999999999998,100,-7,0,0,262,22
0.13999999999999999,100,-2,0,0,293,29
0.15,100,4,0,0,293,38
0.16,100,11,0,0,242,48
0.17,100,18,0,0,242,56
0.18000000000000002,100,24,0,0,171,64
0.19000000000000003,100,30,0,0,171,71
0.20000000000000004,100,34,0,0,171,77
0.21000000000000005,100,37,0,0,159,82
0.22000000000000006,100,39,0,0,218,85
0.23000000000000007,100,41,0,0,218,86
0.24000000000000007,100,44,0,0,278,87
0.25000000000000006,100,47,1,1,297,86
0.26000000000000006,100,51,5,4,297,84
0.2700000000000001,100,54,9,8,277,83
0.2800000000000001,100,57,14,13,236,80
0.2900000000000001,100,59,19,18,236,79
0.3000000000000001,100,60,24,24,188,77
0.3100000000000001,100,61,28,29,188,75
0.3200000000000001,100,61,32,34,195,74
0.3300000000000001,100,60,35,38,195,72
0.34000000000000014,100,59,38,42,234,69
0.35000000000000014,100,58,41,45,234,67
0.36000000000000015,100,59,43,48,274,64
0.37000000000000016,100,59,45,49,281,61
0.38000000000000017,100,60,48,51,273,58
0.3900000000000002,100,61,50,51,273,56
0.4000000000000002,100,62,51,52,265,54
0.4100000000000002,100,62,53,52,265,54
0.4200000000000002,100,63,54,52,254,53
0.4300000000000002,100,63,55,51,242,54
0.4400000000000002,100,63,55,50,242,55
0.45000000000000023,100,63,55,50,262,56
0.46000000000000024,100,63,55,49,260,57
0.47000000000000025,100,63,55,49,260,58
0.48000000000000026,100,64,54,48,256,59
0.49000000000000027,100,64,53,48,256,59
0.5000000000000002,100,63,53,48,229,60
0.5100000000000002,100,63,52,48,229,60
0.5200000000000002,100,62,52,48,198,60
0.5300000000000002,100,61,51,49,198,59
0.5400000000000003,100,59,51,49,187,58
0.5500000000000003,100,57,51,49,187,57
0.5600000000000003,100,56,51,49,194,56
0.5700000000000003,100,54,51,49,194,54
0.5800000000000003,100,53,50,49,204,53
0.5900000000000003,100,52,50,49,224,52
0.6000000000000003,100,51,50,48,224,51
0.6100000000000003,100,51,49,47,220,50
0.6200000000000003,100,51,48,47,220,50
0.6300000000000003,100,51,47,46,213,50
0.6400000000000003,100,51,46,45,213,51
0.6500000000000004,100,52,45,44,224,52
0.6600000000000004,100,52,44,43,224,53
0.6700000000000004,100,53,43,43,237,53
0.6800000000000004,100,53,43,42,238,54
0.6900000000000004,100,54,42,41,238,54
0.7000000000000004,100,55,42,41,242,55
0.7100000000000004,100,55,42,41,242,55
0.7200000000000004,100,56,43,41,250,55
0.7300000000000004,100,57,44,41,232,55
0.7400000000000004,100,57,44,42,232,55
0.7500000000000004,100,58,45,42,215,55
0.7600000000000005,100,58,45,43,215,55
0.7700000000000005,100,57,46,44,208,55
0.7800000000000005,100,57,46,45,208,55
0.7900000000000005,100,56,46,45,224,55
0.8000000000000005,100,56,46,46,241,55
0.8100000000000005,100,56,47,46,241,55
0.8200000000000005,100,56,47,46,234,55
0.8300000000000005,100,56,47,46,234,55
0.8400000000000005,140,56,47,46,227,55
0.8500000000000005,140,56,48,46,227,55
0.8600000000000005,140,56,48,46,251,55
0.8700000000000006,140,57,48,46,311,57
0.8800000000000006,140,59,48,46,338,59
0.8900000000000006,140,62,48,46,335,63
0.9000000000000006,140,64,48,47,327,66
0.9100000000000006,140,67,47,47,327,70
0.9200000000000006,140,69,47,47,312,74
0.9300000000000006,140,71,47,48,309,78
0.9400000000000006,140,73,47,48,322,81
0.9500000000000006,140,74,47,48,319,84
0.9600000000000006,140,75,48,49,319,87
0.9700000000000006,140,77,49,49,317,89
0.9800000000000006,140,77,50,50,328,90
0.9900000000000007,140,78,51,51,339,91
1.0000000000000007,140,79,53,52,342,92
1.0100000000000007,140,80,56,53,337,92
1.0200000000000007,140,81,58,55,337,92
1.0300000000000007,140,82,60,57,340,92
1.0400000000000007,140,82,62,58,353,93
1.0500000000000007,140,83,65,60,371,93
1.0600000000000007,140,84,67,62,379,93
1.0700000000000007,140,86,68,64,380,93
1.0800000000000007,140,87,70,66,373,94
1.0900000000000007,140,88,71,68,372,95
1.1000000000000008,140,89,73,70,373,95
1.1100000000000008,140,90,74,72,373,96
1.1200000000000008,140,90,75,73,371,96
1.1300000000000008,140,91,75,74,357,97
1.1400000000000008,140,91,76,75,357,97
1.1500000000000008,140,91,76,76,350,97
1.1600000000000008,140,91,77,77,370,97
1.1700000000000008,140,91,77,77,382,96
1.1800000000000008,140,92,77,77,386,95
1.1900000000000008,140,92,76,77,386,95
1.2000000000000008,140,92,76,77,377,94
1.2100000000000009,140,93,75,77,375,94
1.2200000000000009,140,93,74,76,363,94
1.2300000000000009,140,92,74,75,350,94
1.2400000000000009,140,92,73,75,353,93
1.2500000000000009,140,91,72,74,361,93
1.260000000000001,140,91,72,73,359,92
1.270000000000001,140,91,72,72,359,92
1.280000000000001,140,90,71,72,354,91
1.290000000000001,140,90,71,71,348,90
1.300000000000001,140,89,71,71,345,90
1.310000000000001,140,89,72,71,358,89
1.320000000000001,140,89,72,71,365,89
1.330000000000001,140,89,72,71,374,88
1.340000000000001,140,89,72,71,370,88
1.350000000000001,140,89,71,72,352,88
1.360000000000001,140,89,71,72,352,88
1.370000000000001,140,89,71,72,345,88
1.380000000000001,140,89,70,72,354,88
1.390000000000001,140,89,69,72,361,88
1.400000000000001,140,89,69,72,390,88
1.410000000000001,140,90,68,72,403,88
1.420000000000001,140,91,68,72,395,88
1.430000000000001,140,92,69,72,392,89
1.440000000000001,140,92,69,71,376,90
1.450000000000001,140,93,70,71,372,90
1.460000000000001,140,93,71,71,370,90
1.470000000000001,140,93,71,70,356,91
1.480000000000001,140,93,72,70,346,91
1.490000000000001,140,92,72,70,341,91
1.500000000000001,140,92,72,69,341,91
1.5100000000000011,140,91,72,69,344,91
1.5200000000000011,140,90,72,70,360,90
1.5300000000000011,140,90,71,70,377,90
1.5400000000000011,140,90,71,70,375,90
1.5500000000000012,140,90,70,70,374,90
1.5600000000000012,140,90,70,71,363,90
1.5700000000000012,140,90,70,71,356,89
1.5800000000000012,140,90,70,71,357,89
1.5900000000000012,140,90,70,71,352,89
1.6000000000000012,140,90,70,70,352,89
1.6100000000000012,140,89,70,70,350,88
1.6200000000000012,140,89,70,69,351,88
1.6300000000000012,140,89,70,69,348,87
1.6400000000000012,140,88,71,69,359,87
1.6500000000000012,140,88,71,68,361,87
1.6600000000000013,140,88,71,68,361,87
1.6700000000000013,140,88,71,68,362,87
1.6800000000000013,140,88,71,68,355,87
1.6900000000000013,140,88,71,68,362,87
1.7000000000000013,140,88,71,68,362,88
1.7100000000000013,140,88,70,68,356,88
1.7200000000000013,140,89,70,68,356,89
1.7300000000000013,140,89,70,69,359,89
1.7400000000000013,140,89,70,69,366,89
1.7500000000000013,140,89,70,69,366,90
1.7600000000000013,140,89,70,70,365,90
1.7700000000000014,140,89,70,70,369,90
1.7800000000000014,140,89,70,70,359,90
1.7900000000000014,140,90,70,71,349,90
1.8000000000000014,140,90,71,71,349,90
1.8100000000000014,140,89,71,71,339,90
1.8200000000000014,140,89,72,71,344,90
1.8300000000000014,140,89,72,72,346,89
1.8400000000000014,140,88,73,72,351,89
1.8500000000000014,140,88,73,73,366,89
1.8600000000000014,140,88,73,74,378,89
1.8700000000000014,140,88,74,74,382,89
1.8800000000000014,140,89,74,75,386,90
1.8900000000000015,140,90,74,75,382,90
1.9000000000000015,140,90,75,75,373,90
1.9100000000000015,140,91,75,76,371,90
1.9200000000000015,140,91,75,76,371,90
1.9300000000000015,140,91,74,76,353,90
1.9400000000000015,140,91,74,75,353,90
1.9500000000000015,140,91,74,75,353,90
1.9600000000000015,140,91,73,75,367,89
1.9700000000000015,140,91,73,75,375,89
1.9800000000000015,140,91,73,74,377,89
1.9900000000000015,140,91,74,74,375,89
2.0000000000000013,140,91,74,73,364,88
2.010000000000001,140,91,74,73,357,88
2.020000000000001,140,91,75,73,357,88
2.0300000000000007,140,91,75,72,343,87
2.0400000000000005,140,90,75,72,345,87
2.0500000000000003,140,90,76,71,351,86
2.06,140,89,76,71,353,86
2.07,140,89,76,71,347,85
2.0799999999999996,140,88,76,71,345,85
2.0899999999999994,140,88,76,71,353,85
2.099999999999999,140,88,76,71,361,85
2.109999999999999,140,87,75,71,361,86
2.1199999999999988,140,87,74,71,367,85
2.1299999999999986,140,88,72,72,378,85
2.1399999999999983,140,88,71,72,382,85
2.149999999999998,140,89,70,72,370,85
2.159999999999998,140,89,70,71,360,86
2.1699999999999977,140,89,69,71,346,86
2.1799999999999975,140,89,69,70,344,87
2.1899999999999973,140,89,69,70,339,88
2.199999999999997,140,89,70,69,339,88
2.209999999999997,140,88,70,69,339,88
2.2199999999999966,140,88,70,69,350,88
2.2299999999999964,140,87,70,69,355,88
2.239999999999996,140,87,71,69,356,88
2.249999999999996,140,87,71,69,366,87
2.259999999999996,140,87,71,69,371,87
2.2699999999999956,140,88,72,69,365,87
2.2799999999999954,140,88,72,70,366,87
2.289999999999995,140,88,72,70,360,88
2.299999999999995,140,89,72,70,363,88
2.3099999999999947,140,89,72,71,363,88
2.3199999999999945,140,89,71,71,366,88
2.3299999999999943,140,89,71,71,357,88
2.339999999999994,140,89,71,71,351,88
2.349999999999994,140,89,71,72,360,89
2.3599999999999937,140,89,71,72,370,89
2.3699999999999934,140,90,72,72,378,89
2.3799999999999932,140,90,72,72,374,90
2.389999999999993,140,90,73,72,364,90
2.399999999999993,140,90,74,72,369,90
2.4099999999999926,140,91,74,71,370,90
2.4199999999999924,140,91,75,71,371,90
2.429999999999992,140,91,75,71,371,90
2.439999999999992,140,91,76,72,356,90
2.4499999999999917,140,90,76,72,330,90
2.4599999999999915,140,90,76,72,326,89
2.4699999999999913,140,89,76,72,331,89
2.479999999999991,140,88,76,72,349,89
2.489999999999991,140,87,76,72,364,89
2.4999999999999907,140,87,76,72,364,89
2.5099999999999905,140,87,76,72,373,88
2.5199999999999902,140,87,76,72,367,88
2.52999999999999,140,87,75,72,360,87
2.53999999999999,140,87,75,72,356,87
2.5499999999999896,140,88,75,72,360,87
2.5599999999999894,140,88,74,72,364,86
2.569999999999989,140,88,74,72,356,86
2.579999999999989,140,88,73,72,348,86
2.5899999999999888,140,88,73,72,344,87
2.5999999999999885,140,88,73,72,344,87
2.6099999999999883,140,88,73,72,332,87
2.619999999999988,140,88,73,72,344,88
2.629999999999988,140,87,73,72,353,88
2.6399999999999877,140,87,74,73,354,88
2.6499999999999875,140,87,74,73,350,88
2.6599999999999873,140,87,75,73,348,87
2.669999999999987,140,87,75,73,348,87
2.679999999999987,140,87,75,74,350,86
2.6899999999999866,140,87,75,74,353,86
2.6999999999999864,140,87,76,74,359,85
2.709999999999986,140,87,76,74,368,85
2.719999999999986,140,87,76,74,368,85
2.7299999999999858,140,88,75,74,364,85
2.7399999999999856,140,88,75,74,369,85
2.7499999999999853,140,89,74,74,381,85
2.759999999999985,140,89,73,74,373,85
2.769999999999985,140,90,73,74,364,85
2.7799999999999847,140,90,73,74,344,86
2.7899999999999845,140,90,72,73,344,87
2.7999999999999843,140,90,72,73,326,87
2.809999999999984,140,89,72,73,318,87
2.819999999999984,140,88,72,72,320,87
2.8299999999999836,140,87,71,72,344,87
2.8399999999999834,180,86,71,72,366,87
2.849999999999983,180,86,71,71,399,86
2.859999999999983,180,86,70,71,456,85
2.869999999999983,180,88,70,71,475,86
2.8799999999999826,180,90,70,71,460,87
2.8899999999999824,180,92,70,71,434,90
2.899999999999982,180,95,71,71,419,92
2.909999999999982,180,97,72,71,420,95
2.9199999999999817,180,98,72,72,419,99
2.9299999999999815,180,100,73,72,425,102
2.9399999999999813,180,101,73,72,442,105
2.949999999999981,180,103,74,72,440,108
2.959999999999981,180,104,74,73,458,110
2.9699999999999807,180,105,75,74,470,112
2.9799999999999804,180,107,76,75,473,114
2.9899999999999802,180,109,77,77,482,116
2.99999999999998,180,110,79,78,480,117
3.00999999999998,180,112,80,80,470,119
3.0199999999999796,180,113,82,82,467,120
3.0299999999999794,180,114,84,84,457,122
3.039999999999979,180,114,85,85,446,122
3.049999999999979,180,114,87,87,436,122
3.0599999999999787,180,114,88,88,445,122
3.0699999999999785,180,114,89,90,458,122
3.0799999999999783,180,114,91,91,484,121
3.089999999999978,180,114,92,92,491,120
3.099999999999978,180,115,92,93,494,119
3.1099999999999777,180,116,93,93,482,118
3.1199999999999775,180,116,93,94,471,118
3.1299999999999772,180,117,94,94,487,118
3.139999999999977,180,117,94,94,479,118
3.149999999999977,180,117,94,94,475,118
3.1599999999999766,180,117,94,94,473,118
3.1699999999999764,180,118,95,94,491,117
3.179999999999976,180,118,95,94,490,117
3.189999999999976,180,118,96,94,488,117
3.1999999999999758,180,119,96,94,492,117
3.2099999999999755,180,119,96,94,479,117
3.2199999999999753,180,119,96,94,477,117
3.229999999999975,180,119,96,94,465,116
3.239999999999975,180,119,96,93,468,116
3.2499999999999747,180,119,96,93,472,116
3.2599999999999745,180,119,96,93,469,115
3.2699999999999743,180,119,96,93,476,115
3.279999999999974,180,119,96,93,478,114
3.289999999999974,180,118,96,94,473,114
3.2999999999999736,180,118,96,94,461,114
3.3099999999999734,180,118,96,94,446,113
3.319999999999973,180,117,96,94,443,113
3.329999999999973,180,116,96,94,445,113
3.3399999999999728,180,115,96,94,453,114
3.3499999999999726,180,115,95,94,478,114
3.3599999999999723,180,115,95,93,490,114
3.369999999999972,180,115,95,93,487,114
3.379999999999972,180,115,94,93,486,114
3.3899999999999717,180,116,94,93,481,114
3.3999999999999715,180,116,94,93,477,114
3.4099999999999713,180,117,94,93,471,115
3.419999999999971,180,117,94,93,458,115
3.429999999999971,180,117,94,93,455,116
3.4399999999999706,180,116,94,93,449,116
3.4499999999999704,180,116,94,94,447,116
3.45999999999997,180,116,94,94,465,116
3.46999999999997,180,115,94,94,482,116
3.47999999999997,180,116,94,95,490,117
3.4899999999999696,180,116,95,95,489,117
3.4999999999999694,180,116,95,96,485,117
3.509999999999969,180,117,96,96,470,117
3.519999999999969,180,117,96,97,475,117
3.5299999999999687,180,118,97,98,471,118
3.5399999999999685,180,118,98,98,468,118
3.5499999999999683,180,118,98,98,468,119
3.559999999999968,180,118,98,98,453,119
3.569999999999968,180,117,98,98,448,119
3.5799999999999677,180,117,98,98,455,119
3.5899999999999674,180,116,98,98,469,118
3.5999999999999672,180,116,98,98,484,118
3.609999999999967,180,116,98,98,475,118
3.619999999999967,180,116,98,98,470,118
3.6299999999999666,180,116,97,98,466,118
3.6399999999999664,180,116,97,98,471,118
3.649999999999966,180,117,97,98,472,118
3.659999999999966,180,117,97,97,477,117
3.6699999999999657,180,117,97,97,479,117
3.6799999999999655,180,117,97,97,463,117
3.6899999999999653,180,117,97,97,454,117
3.699999999999965,180,117,97,96,451,116
3.709999999999965,180,117,97,96,464,116
