t,i1,i2,i3,i4,i5,i6
0.0,100,0,0,0,0,0
0.01,100,0,0,0,0,0
0.02,100,0,0,0,0,0
0.03,100,0,0,0,0,0
0.04,100,0,3,0,3,0
0.05,100,3,10,2,10,0
0.060000000000000005,100,8,18,8,17,0
0.07,100,16,28,16,27,0
0.08,100,24,36,26,39,1
0.09,100,32,43,37,51,3
0.09999999999999999,100,39,49,48,61,6
0.10999999999999999,100,45,53,58,71,8
0.11999999999999998,100,49,55,68,78,11
0.12999999999999998,100,52,56,75,84,15
0.13999999999999999,100,55,57,82,88,18
0.15,100,59,58,86,91,21
0.16,100,63,60,89,92,24
0.17,100,67,63,90,91,27
0.18000000000000002,100,72,67,89,89,31
0.19000000000000003,100,78,72,88,87,34
0.20000000000000004,100,83,77,85,83,38
0.21000000000000005,100,87,83,82,80,41
0.22000000000000006,100,91,88,79,77,45
0.23000000000000007,100,93,93,76,75,49
0.24000000000000007,100,94,97,73,74,53
0.25000000000000006,100,94,99,72,73,56
0.26000000000000006,100,93,99,72,74,60
0.2700000000000001,100,91,98,72,76,62
0.2800000000000001,100,88,96,74,79,65
0.2900000000000001,100,85,93,76,82,67
0.3000000000000001,100,81,88,79,85,68
0.3100000000000001,100,77,84,82,88,69
0.3200000000000001,100,73,79,84,91,70
0.3300000000000001,100,70,74,87,92,70
0.34000000000000014,100,67,70,88,91,70
0.35000000000000014,100,64,66,88,89,70
0.36000000000000015,100,63,64,88,86,69
0.37000000000000016,100,63,63,86,83,69
0.38000000000000017,100,63,63,83,78,68
0.3900000000000002,100,65,64,79,73,68
0.4000000000000002,100,68,66,75,68,68
0.4100000000000002,100,70,68,70,62,68
0.4200000000000002,100,71,70,66,58,68
0.4300000000000002,100,73,72,62,53,68
0.4400000000000002,100,73,73,59,50,68
0.45000000000000023,100,73,74,58,49,69
0.46000000000000024,100,72,73,58,50,69
0.47000000000000025,100,70,72,60,53,70
0.48000000000000026,100,68,69,62,56,70
0.49000000000000027,100,65,66,66,61,69
0.5000000000000002,100,63,63,69,66,69
0.5100000000000002,100,63,60,71,71,69
0.5200000000000002,100,64,59,73,75,68
0.5300000000000002,100,66,58,74,78,68
0.5400000000000003,100,68,59,74,79,68
0.5500000000000003,100,70,61,72,79,68
0.5600000000000003,100,71,63,70,78,68
0.5700000000000003,100,73,67,68,75,68
0.5800000000000003,100,74,70,65,72,68
0.5900000000000003,100,74,73,63,68,69
0.6000000000000003,100,74,74,60,65,69
0.6100000000000003,100,74,75,58,63,70
0.6200000000000003,100,73,75,56,62,70
0.6300000000000003,100,73,74,56,62,70
0.6400000000000003,100,71,73,57,64,71
0.6500000000000004,140,70,71,59,67,71
0.6600000000000004,140,69,70,62,71,71
0.6700000000000004,140,68,69,66,75,71
0.6800000000000004,140,69,69,71,78,70
0.6900000000000004,140,70,70,77,82,70
0.7000000000000004,140,72,73,82,84,70
0.7100000000000004,140,75,76,87,86,70
0.7200000000000004,140,78,80,91,87,71
0.7300000000000004,140,82,83,94,88,71
0.7400000000000004,140,85,86,96,88,72
0.7500000000000004,140,89,88,97,88,73
0.7600000000000005,140,92,91,98,88,74
0.7700000000000005,140,95,93,99,89,76
0.7800000000000005,140,98,95,101,90,78
0.7900000000000005,140,100,98,103,92,79
0.8000000000000005,140,103,100,104,94,81
0.8100000000000005,140,105,103,107,97,83
0.8200000000000005,140,107,106,109,100,85
0.8300000000000005,140,109,109,110,103,86
0.8400000000000005,140,110,110,112,107,88
0.8500000000000005,140,111,112,113,110,90
0.8600000000000005,140,112,113,114,112,92
0.8700000000000006,140,113,113,114,114,94
0.8800000000000006,140,113,113,114,115,95
0.8900000000000006,140,113,113,113,116,97
0.9000000000000006,140,112,113,113,116,98
0.9100000000000006,140,112,113,112,116,99
0.9200000000000006,140,111,113,111,115,100
0.9300000000000006,140,111,113,110,114,101
0.9400000000000006,140,110,113,109,113,102
0.9500000000000006,140,110,114,108,113,103
0.9600000000000006,140,110,114,107,112,103
0.9700000000000006,140,110,113,106,112,104
0.9800000000000006,140,110,113,105,112,104
0.9900000000000007,140,110,113,105,111,105
1.0000000000000007,140,110,112,105,111,105
1.0100000000000007,140,109,111,105,111,106
1.0200000000000007,140,109,110,105,110,106
1.0300000000000007,140,108,109,105,110,106
1.0400000000000007,140,108,108,105,109,106
1.0500000000000007,140,107,107,105,108,107
1.0600000000000007,140,106,107,105,108,107
1.0700000000000007,140,105,106,105,107,106
1.0800000000000007,140,104,105,104,107,106
1.0900000000000007,140,103,105,104,106,106
1.1000000000000008,140,102,104,104,105,106
1.1100000000000008,140,102,104,103,105,106
1.1200000000000008,140,101,103,102,104,105
1.1300000000000008,140,101,103,102,103,105
1.1400000000000008,140,101,102,102,103,105
1.1500000000000008,140,101,102,102,102,104
1.1600000000000008,140,101,101,102,102,104
1.1700000000000008,140,101,101,102,101,104
1.1800000000000008,140,100,101,102,101,103
1.1900000000000008,140,101,100,103,101,103
1.2000000000000008,140,101,101,103,101,103
1.2100000000000009,140,102,101,104,101,103
1.2200000000000009,140,102,101,104,101,103
