t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,100,100,0,0,0,0,0.1,0
0.01,100,100,0,0,0,0,0.2,0
0.02,100,100,0,0,0,0,-1.0,0
0.03,100,100,0,0,0,0,-3.9,0
0.04,100,100,0,0,0,3,-6.2,0
0.05,100,100,1,0,0,8,2.1,0
0.060000000000000005,100,100,5,1,1,15,10.3,0
0.07,100,100,9,4,4,21,11.9,0
0.08,100,100,13,7,7,27,5.4,0
0.09,100,100,17,11,10,32,0.2,0
0.09999999999999999,100,100,21,14,14,37,-1.9,0
0.10999999999999999,100,100,23,17,18,39,-2.9,0
0.11999999999999998,100,100,26,20,23,41,-3.0,0
0.12999999999999998,100,100,30,24,27,42,-1.3,0
0.13999999999999999,100,100,34,29,32,43,-0.2,0
0.15,100,100,40,33,36,44,-1.6,0
0.16,100,100,45,39,41,46,-2.6,0
0.17,100,100,50,44,45,48,-1.8,0
0.18000000000000002,100,100,55,49,50,51,1.4,0
0.19000000000000003,100,100,59,53,54,55,4.5,0
0.20000000000000004,100,100,62,57,57,58,3.5,0
0.21000000000000005,100,100,64,60,61,62,0.3,0
0.22000000000000006,100,100,66,63,64,65,0.9,0
0.23000000000000007,100,100,67,66,67,68,0.6,0
0.24000000000000007,100,100,69,68,70,71,0.0,0
0.25000000000000006,100,100,71,71,72,74,1.4,0
0.26000000000000006,100,100,74,74,75,76,0.9,0
0.2700000000000001,100,100,76,77,77,78,-1.2,0
0.2800000000000001,100,100,79,79,79,80,-0.3,0
0.2900000000000001,100,100,82,82,81,81,0.7,0
0.3000000000000001,100,100,84,84,83,83,1.2,0
0.3100000000000001,100,100,86,86,84,84,2.3,0
0.3200000000000001,100,100,87,88,86,86,2.1,0
0.3300000000000001,100,100,89,89,88,88,2.2,0
0.34000000000000014,100,100,90,90,89,89,0.9,0
0.35000000000000014,100,100,91,92,91,91,-1.0,0
0.36000000000000015,100,100,92,93,92,93,-1.1,0
0.37000000000000016,100,100,94,94,93,95,-0.6,0
0.38000000000000017,100,100,95,95,94,96,-0.1,0
0.3900000000000002,100,100,97,96,95,97,-0.1,0
0.4000000000000002,100,100,98,98,95,98,-0.3,0
0.4100000000000002,100,100,100,99,96,98,-1.5,0
0.4200000000000002,100,100,101,100,97,99,-1.4,0
0.4300000000000002,100,100,101,101,98,99,1.3,0
0.4400000000000002,100,100,102,102,99,99,0.8,0
0.45000000000000023,100,100,102,103,100,100,1.1,0
0.46000000000000024,100,100,102,103,101,101,-0.3,0
0.47000000000000025,100,100,102,104,102,102,-0.7,0
0.48000000000000026,100,100,103,105,103,103,-1.0,0
0.49000000000000027,100,100,103,105,103,103,-0.9,0
0.5000000000000002,100,100,103,106,104,104,0.6,0
0.5100000000000002,100,100,103,106,104,105,-0.0,0
0.5200000000000002,100,100,103,106,105,105,0.0,0
0.5300000000000002,100,100,103,107,105,105,-1.7,0
0.5400000000000003,100,100,104,107,105,106,-0.5,0
0.5500000000000003,100,100,104,107,105,106,-0.4,0
0.5600000000000003,100,100,104,107,106,106,0.5,0
0.5700000000000003,100,100,105,107,106,107,-0.9,0
0.5800000000000003,100,100,106,107,106,107,0.3,0
0.5900000000000003,100,100,107,107,106,108,0.8,0
0.6000000000000003,100,100,107,108,106,108,0.3,0
0.6100000000000003,100,100,108,108,106,108,0.0,0
0.6200000000000003,100,100,109,108,106,108,-0.5,0
0.6300000000000003,100,100,109,108,106,108,0.0,0
0.6400000000000003,100,100,109,108,107,108,-1.3,0
0.6500000000000004,100,100,109,108,107,108,0.2,0
0.6600000000000004,100,100,109,108,107,107,0.8,0
0.6700000000000004,100,100,108,108,108,107,0.2,0
0.6800000000000004,100,100,108,108,108,107,-0.1,0
0.6900000000000004,100,100,108,109,108,107,0.2,0
0.7000000000000004,100,100,108,109,108,107,1.2,0
0.7100000000000004,100,100,108,109,108,107,2.0,0
0.7200000000000004,100,100,108,109,108,107,3.8,0
0.7300000000000004,100,100,107,109,108,107,2.0,0
0.7400000000000004,100,100,107,109,108,107,2.2,0
0.7500000000000004,100,100,106,109,108,107,-0.5,0
0.7600000000000005,100,100,106,108,108,107,-1.5,0
0.7700000000000005,100,100,105,108,107,107,-0.6,0
0.7800000000000005,100,100,105,107,106,107,-0.6,0
0.7900000000000005,100,100,106,107,106,107,0.8,0
0.8000000000000005,100,100,106,107,105,107,0.0,0
0.8100000000000005,100,100,107,107,105,106,0.9,0
0.8200000000000005,100,100,107,107,104,106,0.2,0
0.8300000000000005,100,100,107,106,104,106,-0.1,0
0.8400000000000005,100,100,107,106,104,105,1.7,0
0.8500000000000005,100,100,107,106,104,105,1.6,0
0.8600000000000005,100,100,107,106,104,104,2.4,0
0.8700000000000006,100,100,106,106,104,104,2.2,0
0.8800000000000006,100,100,106,105,103,103,0.6,0
0.8900000000000006,100,100,105,105,103,103,-1.4,0
0.9000000000000006,100,100,104,105,103,103,-1.4,0
0.9100000000000006,100,100,104,105,103,103,-0.5,0
0.9200000000000006,100,100,103,105,103,103,0.3,0
0.9300000000000006,100,100,103,104,102,103,1.1,0
0.9400000000000006,100,100,102,104,102,102,-0.9,0
0.9500000000000006,100,100,102,104,102,102,-0.0,0
0.9600000000000006,100,100,101,103,102,102,-1.1,0
0.9700000000000006,100,100,101,103,102,102,0.5,0
0.9800000000000006,100,100,100,103,102,102,0.5,0
0.9900000000000007,100,100,100,103,102,102,0.2,0
1.0000000000000007,100,100,100,102,101,101,0.7,0
1.0100000000000007,100,100,100,102,101,101,1.1,0
1.0200000000000007,100,100,100,102,101,101,0.2,0
1.0300000000000007,100,100,100,102,100,101,-0.2,0
1.0400000000000007,100,100,100,102,100,101,-0.1,0
1.0500000000000007,100,100,100,102,100,101,0.1,0
1.0600000000000007,100,100,100,101,100,101,-0.0,0
1.0700000000000007,100,100,100,101,99,101,-1.0,0
1.0800000000000007,100,100,100,101,99,101,-1.0,0
1.0900000000000007,100,100,100,100,99,101,-0.7,0
1.1000000000000008,100,100,100,100,99,100,-1.1,0
1.1100000000000008,100,100,100,100,98,100,-0.5,0
1.1200000000000008,100,100,100,100,98,100,-0.7,0
1.1300000000000008,100,100,100,100,98,99,0.4,0
1.1400000000000008,100,100,100,100,98,99,2.1,0
1.1500000000000008,100,100,99,100,98,99,1.4,0
1.1600000000000008,100,100,99,100,98,98,1.6,0
1.1700000000000008,100,100,98,100,99,98,-0.1,0
1.1800000000000008,100,100,98,100,99,98,-1.5,0
1.1900000000000008,100,100,97,99,99,98,-1.2,0
1.2000000000000008,100,100,97,99,99,98,-1.8,0
1.2100000000000009,100,100,97,99,99,98,0.4,0
1.2200000000000009,100,100,97,98,98,98,2.4,0
1.2300000000000009,100,100,97,98,98,98,2.2,0
1.2400000000000009,100,100,97,98,98,98,1.3,0
1.2500000000000009,100,100,97,99,98,98,1.0,0
1.260000000000001,100,100,98,99,98,98,1.8,0
1.270000000000001,100,100,98,99,98,98,1.9,0
1.280000000000001,100,100,99,99,98,98,2.9,0
1.290000000000001,100,100,99,99,98,98,2.2,0
1.300000000000001,100,100,99,99,98,98,0.7,0
1.310000000000001,100,100,99,99,98,99,0.4,0
1.320000000000001,100,100,100,99,98,99,0.6,0
1.330000000000001,100,100,100,99,98,99,1.4,0
1.340000000000001,100,100,100,99,97,99,0.9,0
1.350000000000001,100,100,100,99,97,99,-0.8,0
1.360000000000001,100,100,100,99,97,99,0.2,0
1.370000000000001,100,100,99,99,97,99,0.9,0
1.380000000000001,100,100,99,98,97,98,1.1,0
