t,i1,i2,i3,i4,i5,i6
0.0,100,0,0,0,0,0
0.01,100,0,0,0,0,8069
0.02,100,0,0,0,0,8069
0.03,100,0,0,0,0,8069
0.04,100,0,0,3,4,7832
0.05,100,0,0,10,12,7418
0.060000000000000005,100,0,0,19,23,6819
0.07,100,0,0,30,36,6086
0.08,100,0,0,43,52,5242
0.09,100,0,0,57,69,4333
0.09999999999999999,100,0,0,71,86,3403
0.10999999999999999,100,0,0,83,103,2505
0.11999999999999998,100,0,0,95,118,1669
0.12999999999999998,100,0,0,105,133,909
0.13999999999999999,100,0,0,114,145,241
0.15,100,0,0,121,155,-291
0.16,100,0,0,125,162,-684
0.17,100,0,0,128,167,-961
0.18000000000000002,100,0,0,130,161,-635
0.19000000000000003,100,0,0,130,147,159
0.20000000000000004,100,0,0,129,126,1248
0.21000000000000005,100,0,0,127,109,2191
0.22000000000000006,100,0,0,124,99,2715
0.23000000000000007,100,0,0,122,97,2820
0.24000000000000007,100,0,0,121,101,2590
0.25000000000000006,100,0,0,121,110,2124
0.26000000000000006,100,0,0,124,121,1508
0.2700000000000001,100,0,0,127,134,858
0.2800000000000001,100,0,0,132,144,281
0.2900000000000001,100,0,0,136,153,-200
0.3000000000000001,100,0,0,141,160,-583
0.3100000000000001,100,0,0,144,162,-688
0.3200000000000001,100,0,0,147,161,-592
0.3300000000000001,100,0,0,147,150,-16
0.34000000000000014,100,0,0,146,133,886
0.35000000000000014,100,0,0,143,113,1978
0.36000000000000015,100,0,0,138,96,2880
0.37000000000000016,100,0,0,132,88,3332
0.38000000000000017,100,0,0,125,87,3380
0.3900000000000002,100,0,0,121,92,3110
0.4000000000000002,100,0,0,120,101,2613
0.4100000000000002,100,0,0,120,113,1975
0.4200000000000002,100,0,0,122,125,1296
0.4300000000000002,100,0,0,126,137,658
0.4400000000000002,100,0,0,130,147,117
0.45000000000000023,100,0,0,134,155,-321
0.46000000000000024,100,0,0,138,161,-643
0.47000000000000025,100,0,0,140,166,-866
0.48000000000000026,100,0,0,141,159,-522
