t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,-85,85,0,0,0,0,0.1,0
0.01,-85,85,0,0,0,0,0.2,0
0.02,-85,85,0,0,0,0,-7.1,0
0.03,-85,85,0,0,0,0,-28.8,0
0.04,-85,85,0,0,0,0,-45.9,0
0.05,-85,85,0,0,0,0,-35.5,-1
0.060000000000000005,-85,85,1,0,0,-1,-19.2,-1
0.07,-85,85,3,0,0,-4,-7.0,-1
0.08,-85,85,6,0,0,-7,1.0,-1
0.09,-85,85,9,0,0,-11,4.4,-1
0.09999999999999999,-85,85,12,0,0,-15,2.4,-1
0.10999999999999999,-85,85,15,0,0,-18,-2.3,-1
0.11999999999999998,-85,85,17,0,0,-22,-2.5,-1
0.12999999999999998,-85,85,20,0,0,-25,-1.0,-1
0.13999999999999999,-85,85,22,0,0,-27,-2.0,-1
0.15,-85,85,24,0,0,-29,-2.4,-1
0.16,-85,85,25,0,0,-31,-2.1,-1
0.17,-85,85,27,-1,0,-33,-2.4,-1
0.18000000000000002,-85,85,28,-1,0,-34,-2.3,-1
0.19000000000000003,-85,85,28,-2,1,-35,-1.0,-1
0.20000000000000004,-85,85,29,-3,2,-36,-3.2,-1
0.21000000000000005,-85,85,30,-4,2,-37,-4.6,-1
0.22000000000000006,-85,85,29,-5,3,-35,-5.9,-1
0.23000000000000007,-85,85,27,-6,4,-33,-4.7,-1
0.24000000000000007,-85,85,25,-6,4,-30,-3.3,-1
0.25000000000000006,-85,85,23,-7,5,-26,-2.7,-1
0.26000000000000006,-85,85,20,-7,5,-22,-3.8,-1
0.2700000000000001,-85,85,18,-8,6,-19,-4.1,-1
0.2800000000000001,-85,85,16,-8,6,-15,-5.0,-1
0.2900000000000001,-85,85,14,-8,6,-12,-7.6,-1
0.3000000000000001,-85,85,12,-8,7,-9,-10.4,-2
0.3100000000000001,-85,85,11,-9,7,-7,-11.6,-2
0.3200000000000001,-85,85,9,-8,7,-5,-9.9,-2
0.3300000000000001,-85,85,8,-8,8,-4,-8.2,-2
0.34000000000000014,-85,85,7,-7,8,-3,-8.8,-2
0.35000000000000014,-85,85,7,-7,8,-2,-16.4,-2
0.36000000000000015,-85,85,6,-7,9,-2,-21.2,-2
0.37000000000000016,-85,85,6,-6,9,-1,-17.1,-3
0.38000000000000017,-85,85,6,-6,11,-2,-14.3,-3
0.3900000000000002,-85,85,5,-6,12,-2,-15.2,-3
0.4000000000000002,-85,85,5,-6,14,-3,-18.8,-3
0.4100000000000002,-85,85,6,-6,16,-5,-19.5,-3
0.4200000000000002,-85,85,7,-7,17,-6,-15.7,-3
0.4300000000000002,-85,85,8,-8,19,-7,-19.0,-4
0.4400000000000002,-85,85,10,-8,21,-8,-21.6,-4
0.45000000000000023,-85,85,11,-9,23,-9,-24.2,-4
0.46000000000000024,-85,85,13,-10,25,-11,-23.1,-4
0.47000000000000025,-85,85,15,-11,28,-11,-23.2,-4
0.48000000000000026,-85,85,16,-11,30,-12,-23.5,-5
0.49000000000000027,-85,85,18,-12,32,-13,-28.0,-5
0.5000000000000002,-85,85,20,-12,35,-14,-30.1,-5
0.5100000000000002,-85,85,22,-12,37,-14,-29.9,-6
0.5200000000000002,-85,85,25,-12,40,-14,-33.1,-6
0.5300000000000002,-85,85,27,-12,42,-15,-32.4,-6
0.5400000000000003,-85,85,29,-13,45,-15,-34.9,-7
0.5500000000000003,-85,85,31,-14,47,-15,-37.5,-7
0.5600000000000003,-85,85,33,-15,48,-16,-36.7,-7
0.5700000000000003,-85,85,36,-17,50,-17,-41.8,-8
0.5800000000000003,-85,85,38,-18,50,-18,-41.0,-8
0.5900000000000003,-85,85,40,-20,51,-20,-40.7,-9
0.6000000000000003,-85,85,43,-23,52,-22,-46.6,-9
0.6100000000000003,-85,85,46,-25,53,-23,-50.2,-10
0.6200000000000003,-85,85,49,-28,54,-25,-48.1,-10
0.6300000000000003,-85,85,51,-32,55,-27,-50.2,-10
0.6400000000000003,-85,85,54,-35,56,-29,-58.6,-11
0.6500000000000004,-85,85,56,-38,57,-32,-60.1,-12
0.6600000000000004,-85,85,57,-41,58,-35,-57.5,-12
0.6700000000000004,-85,85,58,-45,60,-38,-63.8,-13
0.6800000000000004,-85,85,59,-48,62,-42,-58.2,-13
0.6900000000000004,-85,85,59,-51,64,-46,-58.8,-14
0.7000000000000004,-85,85,59,-53,66,-49,-63.2,-15
0.7100000000000004,-85,85,59,-55,68,-52,-56.0,-15
0.7200000000000004,-85,85,58,-56,70,-55,-57.5,-16
0.7300000000000004,-85,85,58,-56,72,-57,-58.8,-16
0.7400000000000004,-85,85,58,-55,74,-58,-61.7,-17
0.7500000000000004,-85,85,57,-54,75,-60,-63.2,-18
0.7600000000000005,-85,85,56,-54,76,-62,-66.9,-18
0.7700000000000005,-85,85,56,-53,78,-64,-66.5,-19
0.7800000000000005,-85,85,55,-51,79,-66,-65.4,-20
0.7900000000000005,-85,85,54,-50,79,-68,-59.1,-20
0.8000000000000005,-85,85,53,-50,80,-70,-67.1,-21
0.8100000000000005,-85,85,53,-50,81,-71,-64.6,-22
0.8200000000000005,-85,85,54,-50,81,-72,-71.5,-22
0.8300000000000005,-85,85,56,-50,82,-72,-69.1,-23
0.8400000000000005,-85,85,57,-50,83,-72,-70.1,-24
0.8500000000000005,-85,85,58,-51,84,-72,-69.6,-24
0.8600000000000005,-85,85,59,-52,85,-72,-71.1,-25
0.8700000000000006,-85,85,59,-53,85,-72,-68.4,-26
0.8800000000000006,-85,85,60,-55,85,-72,-69.3,-26
0.8900000000000006,-85,85,61,-56,85,-72,-69.2,-27
0.9000000000000006,-85,85,61,-57,86,-72,-68.9,-28
0.9100000000000006,-85,85,62,-58,86,-72,-72.9,-29
0.9200000000000006,-85,85,63,-59,86,-72,-72.7,-29
0.9300000000000006,-85,85,64,-60,87,-73,-75.8,-30
0.9400000000000006,-85,85,65,-62,87,-74,-83.8,-31
0.9500000000000006,-85,85,65,-63,88,-75,-81.4,-32
0.9600000000000006,-85,85,66,-65,89,-76,-74.5,-32
0.9700000000000006,-85,85,67,-66,90,-77,-77.4,-33
0.9800000000000006,-85,85,67,-68,91,-78,-77.4,-34
0.9900000000000007,-85,85,67,-70,92,-78,-75.8,-35
1.0000000000000007,-85,85,68,-72,92,-79,-82.6,-36
1.0100000000000007,-85,85,68,-74,93,-79,-83.2,-36
1.0200000000000007,-85,85,68,-75,94,-80,-79.1,-37
1.0300000000000007,-85,85,68,-76,94,-81,-79.6,-38
1.0400000000000007,-85,85,67,-77,94,-81,-69.4,-39
1.0500000000000007,-85,85,67,-78,95,-81,-75.8,-39
1.0600000000000007,-85,85,67,-78,95,-81,-73.4,-40
1.0700000000000007,-85,85,67,-79,95,-81,-77.1,-41
1.0800000000000007,-85,85,67,-80,96,-80,-82.0,-42
1.0900000000000007,-85,85,66,-81,97,-80,-76.2,-43
1.1000000000000008,-85,85,66,-82,98,-79,-73.3,-43
1.1100000000000008,-85,85,66,-84,99,-79,-71.5,-44
1.1200000000000008,-85,85,66,-85,100,-78,-70.9,-45
1.1300000000000008,-85,85,66,-87,101,-77,-70.7,-45
1.1400000000000008,-85,85,66,-89,101,-75,-67.2,-46
1.1500000000000008,-85,85,66,-91,101,-74,-73.8,-47
1.1600000000000008,-85,85,66,-93,100,-73,-74.8,-48
1.1700000000000008,-85,85,66,-95,99,-72,-76.6,-48
1.1800000000000008,-85,85,66,-96,98,-71,-73.4,-49
1.1900000000000008,-85,85,66,-97,97,-70,-67.1,-50
1.2000000000000008,-85,85,67,-98,95,-70,-68.6,-50
1.2100000000000009,-85,85,67,-98,94,-69,-69.6,-51
1.2200000000000009,-85,85,68,-99,92,-68,-71.3,-52
1.2300000000000009,-85,85,70,-98,91,-67,-69.5,-53
1.2400000000000009,-85,85,71,-98,90,-66,-64.2,-53
1.2500000000000009,-85,85,72,-98,89,-65,-67.4,-54
1.260000000000001,-85,85,72,-98,89,-64,-73.3,-55
1.270000000000001,-85,85,73,-97,89,-64,-80.3,-55
1.280000000000001,-85,85,73,-97,89,-65,-82.0,-56
1.290000000000001,-85,85,73,-96,90,-66,-80.2,-57
1.300000000000001,-85,85,72,-96,90,-68,-74.0,-58
1.310000000000001,-85,85,72,-96,90,-69,-75.8,-58
1.320000000000001,-85,85,72,-95,91,-70,-71.0,-59
1.330000000000001,-85,85,72,-95,90,-70,-67.4,-60
1.340000000000001,-85,85,73,-94,91,-71,-83.1,-61
1.350000000000001,-85,85,73,-94,91,-72,-79.2,-61
1.360000000000001,-85,85,73,-93,91,-73,-74.3,-62
1.370000000000001,-85,85,73,-92,90,-74,-77.0,-63
1.380000000000001,-85,85,73,-92,90,-75,-74.0,-64
1.390000000000001,-85,85,72,-91,89,-77,-66.7,-64
1.400000000000001,-85,85,71,-89,89,-77,-73.2,-65
1.410000000000001,-85,85,70,-88,88,-78,-74.7,-66
1.420000000000001,-85,85,70,-87,87,-78,-70.6,-67
1.430000000000001,-85,85,69,-86,86,-79,-75.5,-67
1.440000000000001,-85,85,69,-85,86,-79,-72.8,-68
1.450000000000001,-85,85,69,-84,85,-79,-74.6,-69
1.460000000000001,-85,85,69,-82,84,-79,-75.4,-70
1.470000000000001,-85,85,68,-81,84,-80,-78.2,-70
1.480000000000001,-85,85,67,-80,83,-81,-73.2,-71
1.490000000000001,-85,85,66,-79,83,-82,-76.8,-72
1.500000000000001,-85,85,65,-78,83,-83,-75.0,-73
1.5100000000000011,-85,85,66,-76,82,-84,-79.7,-73
1.5200000000000011,-85,85,67,-75,82,-84,-72.7,-74
1.5300000000000011,-85,85,69,-73,81,-84,-68.8,-75
1.5400000000000011,-85,85,70,-72,81,-84,-70.8,-76
1.5500000000000012,-85,85,70,-71,80,-84,-67.9,-76
1.5600000000000012,-85,85,69,-71,80,-84,-79.3,-77
1.5700000000000012,-85,85,69,-71,80,-85,-73.4,-78
1.5800000000000012,-85,85,69,-72,80,-85,-72.3,-78
1.5900000000000012,-85,85,70,-73,81,-85,-74.6,-79
1.6000000000000012,-85,85,71,-74,81,-84,-79.1,-80
1.6100000000000012,-85,85,71,-74,82,-84,-69.4,-81
1.6200000000000012,-85,85,71,-75,83,-82,-73.8,-81
1.6300000000000012,-85,85,72,-76,84,-81,-78.3,-82
1.6400000000000012,-85,85,72,-76,86,-81,-80.5,-83
1.6500000000000012,-85,85,73,-77,88,-81,-81.1,-84
1.6600000000000013,-85,85,73,-78,89,-81,-83.5,-85
1.6700000000000013,-85,85,74,-79,91,-81,-81.2,-85
1.6800000000000013,-85,85,74,-79,92,-81,-69.9,-86
1.6900000000000013,-85,85,74,-79,93,-81,-69.8,-87
1.7000000000000013,-85,85,75,-79,94,-80,-61.3,-87
1.7100000000000013,-85,85,75,-79,95,-79,-79.9,-88
1.7200000000000013,-85,85,75,-79,96,-79,-76.7,-89
1.7300000000000013,-85,85,76,-80,97,-79,-83.4,-90
1.7400000000000013,-85,85,76,-81,97,-79,-83.3,-91
1.7500000000000013,-85,85,76,-82,97,-79,-80.9,-92
1.7600000000000013,-85,85,76,-83,98,-79,-74.7,-92
1.7700000000000014,-85,85,76,-85,97,-79,-81.0,-93
1.7800000000000014,-85,85,75,-87,97,-79,-79.6,-94
