t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,200,200,0,0,0,0,0.1,0
0.01,200,200,0,0,0,0,-0.0,0
0.02,200,200,0,0,0,0,-1.7,0
0.03,200,200,0,5,0,0,-4.9,0
0.04,200,200,4,14,4,4,-2.4,0
0.05,200,200,12,26,13,12,-1.5,0
0.060000000000000005,200,200,22,37,23,21,0.7,0
0.07,200,200,32,48,36,31,-0.9,0
0.08,200,200,41,57,49,41,6.7,0
0.09,200,200,48,64,63,51,10.7,0
0.09999999999999999,200,200,55,68,77,61,3.8,0
0.10999999999999999,200,200,59,71,89,69,-9.6,0
0.11999999999999998,200,200,63,72,99,77,-8.5,0
0.12999999999999998,200,200,68,74,107,85,-2.1,0
0.13999999999999999,200,200,74,77,114,92,-4.0,0
0.15,200,200,80,81,118,98,-5.1,0
0.16,200,200,87,87,121,103,0.8,0
0.17,200,200,95,94,122,108,0.2,0
0.18000000000000002,200,200,103,101,124,112,-0.2,0
0.19000000000000003,200,200,110,109,125,115,-0.3,0
0.20000000000000004,200,200,116,117,127,119,5.8,0
0.21000000000000005,200,200,125,123,129,123,5.8,0
0.22000000000000006,200,200,132,129,131,127,-1.9,0
0.23000000000000007,200,200,140,134,134,131,-4.9,0
0.24000000000000007,200,200,143,139,137,135,-2.6,0
0.25000000000000006,200,200,146,142,141,140,1.6,0
0.26000000000000006,200,200,149,146,144,144,4.0,0
0.2700000000000001,200,200,152,149,147,148,5.2,0
0.2800000000000001,200,200,154,152,151,151,0.3,0
0.2900000000000001,200,200,157,155,154,155,-4.5,0
0.3000000000000001,200,200,159,158,157,158,-2.8,0
0.3100000000000001,200,200,162,161,159,161,-0.3,0
0.3200000000000001,200,200,164,163,162,164,-0.7,0
0.3300000000000001,200,200,166,166,164,166,-0.7,0
0.34000000000000014,200,200,168,168,166,168,-3.0,0
0.35000000000000014,200,200,170,170,168,170,-5.1,0
0.36000000000000015,200,200,171,172,170,172,-2.0,0
0.37000000000000016,200,200,173,175,172,174,2.2,0
0.38000000000000017,200,200,175,176,174,175,1.8,0
0.3900000000000002,200,200,176,178,175,177,-2.3,0
0.4000000000000002,200,200,178,180,177,178,0.9,0
0.4100000000000002,200,200,180,181,178,179,2.1,0
0.4200000000000002,200,200,181,182,180,180,-3.7,0
0.4300000000000002,200,200,183,183,181,181,-3.2,0
0.4400000000000002,200,200,183,184,182,182,-1.8,0
0.45000000000000023,200,200,184,185,183,183,2.2,0
0.46000000000000024,200,200,185,186,184,184,-2.0,0
0.47000000000000025,200,200,185,187,185,185,1.3,0
0.48000000000000026,200,200,186,187,185,186,1.4,0
0.49000000000000027,200,200,186,188,186,186,1.5,0
0.5000000000000002,200,200,187,188,187,187,-0.3,0
0.5100000000000002,200,200,187,189,187,188,1.4,0
0.5200000000000002,200,200,188,189,188,189,5.8,0
0.5300000000000002,200,200,189,190,189,189,-0.4,0
0.5400000000000003,200,200,190,191,190,190,-2.4,0
0.5500000000000003,200,200,191,191,191,190,2.1,0
0.5600000000000003,200,200,192,192,191,191,3.6,0
0.5700000000000003,200,200,192,192,192,191,3.3,0
