t,i1,i2,i3,i4,i5,i6
0.0,100,0,0,0,0,0
0.01,100,0,0,0,0,0
0.02,100,0,0,0,0,0
0.03,100,0,0,0,0,0
0.04,100,3,4,3,4,1
0.05,100,10,12,10,11,3
0.060000000000000005,100,18,21,20,20,7
0.07,100,27,31,31,32,13
0.08,100,36,39,44,45,19
0.09,100,45,46,58,58,25
0.09999999999999999,100,52,52,71,71,32
0.10999999999999999,100,57,55,82,81,38
0.11999999999999998,100,61,57,92,90,44
0.12999999999999998,100,64,58,99,97,49
0.13999999999999999,100,66,60,105,101,53
0.15,100,68,62,107,103,57
0.16,100,71,66,108,104,60
0.17,100,74,71,106,102,63
0.18000000000000002,100,78,77,103,99,67
0.19000000000000003,100,83,83,98,95,71
0.20000000000000004,100,88,90,94,91,75
0.21000000000000005,100,93,96,89,88,80
0.22000000000000006,100,97,101,84,85,84
0.23000000000000007,140,101,105,80,83,88
0.24000000000000007,140,103,107,77,82,92
0.25000000000000006,140,104,108,77,83,95
0.26000000000000006,140,103,107,79,86,97
0.2700000000000001,140,102,106,83,92,98
0.2800000000000001,140,100,103,89,98,98
0.2900000000000001,140,97,101,96,105,97
0.3000000000000001,140,94,98,103,111,96
0.3100000000000001,140,92,96,109,115,95
0.3200000000000001,140,90,94,113,119,94
0.3300000000000001,140,91,92,115,120,93
0.34000000000000014,140,92,93,115,119,93
0.35000000000000014,140,95,94,113,117,94
0.36000000000000015,140,98,97,110,114,95
0.37000000000000016,140,103,101,106,109,97
0.38000000000000017,140,107,105,102,105,100
0.3900000000000002,140,111,110,98,101,103
0.4000000000000002,140,114,113,95,99,105
0.4100000000000002,140,116,116,93,97,108
0.4200000000000002,140,117,119,93,97,110
0.4300000000000002,140,118,120,95,99,112
0.4400000000000002,140,117,119,98,103,113
0.45000000000000023,140,116,118,102,108,114
0.46000000000000024,140,114,116,108,113,113
0.47000000000000025,140,111,114,113,118,113
0.48000000000000026,140,109,112,118,123,112
0.49000000000000027,140,107,110,123,125,111
0.5000000000000002,140,106,108,125,127,109
0.5100000000000002,140,104,107,126,126,108
0.5200000000000002,140,104,106,125,124,107
0.5300000000000002,140,105,107,123,121,107
0.5400000000000003,140,106,107,120,118,106
0.5500000000000003,140,107,109,116,114,107
0.5600000000000003,140,109,111,112,110,108
0.5700000000000003,140,112,113,108,106,109
0.5800000000000003,140,114,115,104,103,110
0.5900000000000003,140,116,117,101,101,112
0.6000000000000003,140,118,118,100,100,113
0.6100000000000003,140,118,118,99,100,114
0.6200000000000003,140,118,117,100,101,115
0.6300000000000003,140,117,115,102,103,116
0.6400000000000003,140,115,113,105,106,115
0.6500000000000004,140,112,110,109,110,114
0.6600000000000004,140,109,108,112,114,113
0.6700000000000004,140,106,106,115,117,111
0.6800000000000004,140,103,105,118,119,109
0.6900000000000004,140,101,104,119,121,107
0.7000000000000004,140,100,105,120,121,106
0.7100000000000004,140,100,106,119,120,104
0.7200000000000004,140,101,107,117,118,104
0.7300000000000004,140,104,109,115,115,104
0.7400000000000004,140,106,112,112,112,105
0.7500000000000004,140,109,114,109,109,106
0.7600000000000005,140,112,116,106,106,108
0.7700000000000005,140,114,117,104,104,109
0.7800000000000005,140,115,118,103,102,111
0.7900000000000005,140,116,119,102,102,112
0.8000000000000005,140,116,118,102,103,113
0.8100000000000005,140,115,117,104,105,113
0.8200000000000005,140,115,116,106,107,114
0.8300000000000005,140,114,115,109,110,113
0.8400000000000005,140,113,114,112,114,113
0.8500000000000005,140,112,114,115,118,113
0.8600000000000005,140,111,113,118,121,112
0.8700000000000006,140,110,113,120,123,112
0.8800000000000006,140,110,113,121,124,111
0.8900000000000006,140,110,114,120,124,111
0.9000000000000006,140,110,114,119,123,111
0.9100000000000006,140,110,115,117,120,111
0.9200000000000006,140,111,115,114,117,111
0.9300000000000006,140,111,116,111,113,111
0.9400000000000006,140,112,116,108,110,111
0.9500000000000006,140,112,115,105,107,111
0.9600000000000006,140,112,115,103,105,111
0.9700000000000006,140,112,115,101,104,111
0.9800000000000006,140,111,114,100,104,111
0.9900000000000007,140,111,113,101,105,111
1.0000000000000007,140,110,112,102,106,111
1.0100000000000007,140,110,111,104,109,111
1.0200000000000007,140,109,110,106,111,110
1.0300000000000007,140,108,109,109,114,110
1.0400000000000007,140,108,107,111,115,109
1.0500000000000007,140,107,106,113,116,109
1.0600000000000007,140,107,105,115,115,108
1.0700000000000007,140,106,105,115,114,108
1.0800000000000007,140,106,105,115,111,107
1.0900000000000007,140,107,105,114,109,107
1.1000000000000008,140,108,106,112,106,108
1.1100000000000008,140,108,107,110,103,108
1.1200000000000008,140,109,108,108,101,108
1.1300000000000008,140,110,109,106,100,108
1.1400000000000008,140,109,110,105,99,109
1.1500000000000008,140,109,110,105,99,109
1.1600000000000008,140,108,110,106,99,108
1.1700000000000008,140,107,110,107,101,108
1.1800000000000008,140,106,110,108,103,108
1.1900000000000008,140,106,109,109,106,107
1.2000000000000008,140,106,109,110,109,107
1.2100000000000009,140,107,109,111,112,107
1.2200000000000009,140,108,109,112,115,107
