t,i1,i2,i3,i4,i5,i6,i7,i8
0.0,-42,42,0,0,0,0,-0.1,0
0.01,-42,42,0,0,0,0,-0.1,0
0.02,-42,42,0,0,0,0,-2.0,0
0.03,-42,42,0,0,0,0,-6.4,0
0.04,-42,42,0,0,0,0,-6.4,0
0.05,-42,42,0,0,0,0,-3.0,0
0.060000000000000005,-42,42,0,0,0,0,-0.5,0
0.07,-42,42,0,0,0,0,-0.7,0
0.08,-42,42,0,0,0,0,-1.2,0
0.09,-42,42,0,0,0,0,-2.2,0
0.09999999999999999,-42,42,0,0,0,0,-1.4,0
0.10999999999999999,-42,42,0,0,0,0,-0.9,0
0.11999999999999998,-42,42,0,0,0,0,-1.3,0
0.12999999999999998,-42,42,0,0,0,0,-2.0,0
0.13999999999999999,-42,42,0,0,0,0,-1.8,0
0.15,-42,42,0,0,0,0,-1.7,0
0.16,-42,42,0,0,0,0,-1.8,0
0.17,-42,42,0,0,0,0,-1.1,0
0.18000000000000002,-42,42,0,0,0,0,-1.5,0
0.19000000000000003,-42,42,0,0,0,0,-1.7,0
0.20000000000000004,-42,42,0,0,0,0,-2.1,0
0.21000000000000005,-42,42,0,0,0,0,-2.1,0
0.22000000000000006,-42,42,0,0,0,0,-2.1,0
0.23000000000000007,-42,42,0,0,0,0,-1.9,0
0.24000000000000007,-42,42,0,0,0,0,-1.6,0
0.25000000000000006,-42,42,0,0,0,0,-1.7,0
0.26000000000000006,-42,42,0,0,0,0,-1.9,0
0.2700000000000001,-42,42,0,0,0,0,-1.9,0
0.2800000000000001,-42,42,0,0,0,0,-2.0,0
0.2900000000000001,-42,42,0,0,0,0,-2.7,0
0.3000000000000001,-42,42,0,0,0,0,-2.9,0
0.3100000000000001,-42,42,0,0,0,0,-3.2,0
0.3200000000000001,-42,42,0,0,0,0,-3.2,0
0.3300000000000001,-42,42,0,-1,0,0,-1.3,0
0.34000000000000014,-42,42,0,-3,0,0,-1.5,0
0.35000000000000014,-42,42,0,-5,0,0,-1.8,0
0.36000000000000015,-42,42,0,-8,0,0,-1.9,0
0.37000000000000016,-42,42,0,-10,0,0,-1.1,0
0.38000000000000017,-42,42,0,-12,0,0,-0.1,0
0.3900000000000002,-42,42,0,-15,0,0,-0.8,0
0.4000000000000002,-42,42,0,-16,0,0,-1.7,0
0.4100000000000002,-42,42,0,-18,0,0,-2.6,0
0.4200000000000002,-42,42,0,-20,0,0,-3.2,0
0.4300000000000002,-42,42,0,-21,0,0,-3.7,0
0.4400000000000002,-42,42,0,-22,0,0,-3.8,0
